name,version,workspace,observedRuntimeImport,observedPrograms,observedSubpaths,entryTypeEvidence,typeStatusAtObservedImports,autoRefusalsAtObservedImports,parentContexts,typedParentContexts,ownDeclarationFiles,shippedTsFiles,shippedJsFiles,nativeAddonFiles,root,manifestSha256
@ai-sdk/anthropic,3.0.111,False,True,redcode/lildax | redcode/redcode,@ai-sdk/anthropic,type-surface-resolved-in-at-least-one-context,own-declarations,,7,7,5,37,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+anthropic@3.0.111+d6123d32214422cb/node_modules/@ai-sdk/anthropic,75821c16fdaa2b18c0331be7ffe2e514e6693f0e60c87dc35c9d48ef48420e44
@ai-sdk/azure,3.0.93,False,True,redcode/lildax | redcode/redcode,@ai-sdk/azure,type-surface-resolved-in-at-least-one-context,own-declarations,,4,4,2,5,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+azure@3.0.93+d6123d32214422cb/node_modules/@ai-sdk/azure,60574f475f7b3f9f6ecbd947f5dcfecb259b6182df6cf7fe236a530bea133d44
@ai-sdk/cerebras,2.0.41,False,True,redcode/lildax | redcode/redcode,@ai-sdk/cerebras,type-surface-resolved-in-at-least-one-context,own-declarations,,1,1,2,4,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+cerebras@2.0.41+d6123d32214422cb/node_modules/@ai-sdk/cerebras,a3f8626746a34b1c1c879f16f56ad871bc540f59d37cd50a5f2088c74e5b3d17
@ai-sdk/cerebras,2.0.60,False,True,redcode/redcode,@ai-sdk/cerebras,type-surface-resolved-in-at-least-one-context,own-declarations,,3,3,2,6,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+cerebras@2.0.60+d6123d32214422cb/node_modules/@ai-sdk/cerebras,44ca719af8311d1c5c5810632469efc373dd0c46f50ba219089edc506982fdf1
@ai-sdk/cohere,3.0.27,False,True,redcode/lildax | redcode/redcode,@ai-sdk/cohere,type-surface-resolved-in-at-least-one-context,own-declarations,,2,2,2,16,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+cohere@3.0.27+d6123d32214422cb/node_modules/@ai-sdk/cohere,ecafd621db7272de1efe2612f6409fa49f037853cbf4d6ed74574a9463180d03
@ai-sdk/cohere,3.0.54,False,False,,,type-surface-resolved-in-at-least-one-context,,,2,2,2,16,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+cohere@3.0.54+d6123d32214422cb/node_modules/@ai-sdk/cohere,34ba7450abb951e6ff940c2c0db08f364a81eaaa351515bd55cf2cd0e3935315
@ai-sdk/deepgram,2.0.51,False,False,,,type-surface-resolved-in-at-least-one-context,,,2,2,2,11,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+deepgram@2.0.51+d6123d32214422cb/node_modules/@ai-sdk/deepgram,1719eb30ff4fc3a920eeb0b5f0ebd655d810049b296b317d0b2a8938087eedec
@ai-sdk/deepinfra,2.0.41,False,True,redcode/lildax | redcode/redcode,@ai-sdk/deepinfra,type-surface-resolved-in-at-least-one-context,own-declarations,,2,2,2,9,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+deepinfra@2.0.41+d6123d32214422cb/node_modules/@ai-sdk/deepinfra,10f2c0dbd749a4c8d95323e0dc4249c36184d80876c5778544a3b8ad6656f828
@ai-sdk/deepseek,2.0.47,False,False,,,type-surface-resolved-in-at-least-one-context,,,2,2,5,12,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+deepseek@2.0.47+d6123d32214422cb/node_modules/@ai-sdk/deepseek,608c04e339ffe4e6cea3ea5e9e3d5957e8e3c9d30c5af9600af69b897999d01c
@ai-sdk/deepseek,2.0.50,False,False,,,type-surface-resolved-in-at-least-one-context,,,1,1,5,12,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+deepseek@2.0.50+d6123d32214422cb/node_modules/@ai-sdk/deepseek,3fb3712f5a79c8be976c997eda586f83051100999206a1bdc982d6c438fa6ea1
@ai-sdk/elevenlabs,2.0.51,False,False,,,type-surface-resolved-in-at-least-one-context,,,2,2,2,11,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+elevenlabs@2.0.51+d6123d32214422cb/node_modules/@ai-sdk/elevenlabs,117d05be86a60f5728760d7cbf108aed8ac8f0a357e06dc17cf6fd56aaaf7e3e
@ai-sdk/fireworks,2.0.76,False,False,,,type-surface-resolved-in-at-least-one-context,,,2,2,2,9,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+fireworks@2.0.76+d6123d32214422cb/node_modules/@ai-sdk/fireworks,365e3bc83fc8c6377ab2cb3d176595c76c3b560ac5e5a32a9e7752a85d3db2f7
@ai-sdk/gateway,3.0.104,False,True,redcode/lildax | redcode/redcode,@ai-sdk/gateway,type-surface-resolved-in-at-least-one-context,own-declarations,,3,3,2,36,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+gateway@3.0.104+d6123d32214422cb/node_modules/@ai-sdk/gateway,61711459ca2b6e21bc0b2b1e37017421788fbfbfce54eba33b3ee3450cbb4945
@ai-sdk/google,3.0.108,False,False,,,type-surface-resolved-in-at-least-one-context,,,3,3,5,48,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+google@3.0.108+d6123d32214422cb/node_modules/@ai-sdk/google,d7f5bfe2e1b3714d3934e06d0c1fa8388dddc63cbca089091e3aad7db113f92a
@ai-sdk/google,3.0.73,False,True,redcode/lildax | redcode/redcode,@ai-sdk/google,type-surface-resolved-in-at-least-one-context,own-declarations,,2,2,5,47,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+google@3.0.73+d6123d32214422cb/node_modules/@ai-sdk/google,9c0223bc5ef1aaba438d584af87bf874d93c08fea21911840799d73d8b97aacf
@ai-sdk/google-vertex,4.0.181,False,True,redcode/lildax | redcode/redcode,@ai-sdk/google-vertex | @ai-sdk/google-vertex/anthropic,type-surface-resolved-in-at-least-one-context,own-declarations,,4,4,23,38,16,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+google-vertex@4.0.181+681b88a6fb77e557/node_modules/@ai-sdk/google-vertex,69bd4c8109c62d35f4ff08a69d0b9a4eea11557a047783177f0408a142ae2f76
@ai-sdk/groq,3.0.31,False,True,redcode/lildax | redcode/redcode,@ai-sdk/groq,type-surface-resolved-in-at-least-one-context,own-declarations,,2,2,2,18,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+groq@3.0.31+d6123d32214422cb/node_modules/@ai-sdk/groq,62477d1003bfdd0a38b8d1a19428cd20aa6363da5d49e58ef5a1ca356feac1dc
@ai-sdk/groq,3.0.59,False,False,,,type-surface-resolved-in-at-least-one-context,,,2,2,2,18,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+groq@3.0.59+d6123d32214422cb/node_modules/@ai-sdk/groq,8bbc373b63909b534e19272195ecfc8e1ddf4fd43b94aa6ef104d72604057701
@ai-sdk/mistral,3.0.51,False,True,redcode/lildax | redcode/redcode,@ai-sdk/mistral,type-surface-resolved-in-at-least-one-context,own-declarations,,4,4,2,16,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+mistral@3.0.51+d6123d32214422cb/node_modules/@ai-sdk/mistral,1d66bab7336c123d8b070dcfd703f8bf74973b576d3b421fba14112533b7c75f
@ai-sdk/openai,3.0.105,False,False,,,type-surface-resolved-in-at-least-one-context,,,1,1,5,57,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+openai@3.0.105+d6123d32214422cb/node_modules/@ai-sdk/openai,bd0cc35f806f077fcbb954d3f8f875c6caf7cb8aa196c2ca848895b1d9d1d2d5
@ai-sdk/openai,3.0.88,False,True,redcode/lildax | redcode/redcode,@ai-sdk/openai,type-surface-resolved-in-at-least-one-context,own-declarations,,5,5,5,56,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+openai@3.0.88+d6123d32214422cb/node_modules/@ai-sdk/openai,ed492338ed3a3f91b2f61d852a1d1a9da11a05b9d48f8efdc2663a9913b1bf38
@ai-sdk/openai,3.0.96,False,False,,,type-surface-resolved-in-at-least-one-context,,,1,1,5,56,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+openai@3.0.96+d6123d32214422cb/node_modules/@ai-sdk/openai,e8873d92171d181f0a1e1cd6cef9e34f153b3db4ba0fb9321ddadb6f40b7e40d
@ai-sdk/openai-compatible,2.0.37,False,False,,,type-surface-resolved-in-at-least-one-context,,,4,4,5,24,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+openai-compatible@2.0.37+d6123d32214422cb/node_modules/@ai-sdk/openai-compatible,b4525bdc7cd17297ed333c6f7555a23f211b8b14dd9e372e21ed7cfbce74ac6b
@ai-sdk/openai-compatible,2.0.41,False,True,redcode/lildax | redcode/redcode,@ai-sdk/openai-compatible,type-surface-resolved-in-at-least-one-context,own-declarations,,5,5,5,25,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+openai-compatible@2.0.41+d6123d32214422cb/node_modules/@ai-sdk/openai-compatible,d55bf0bda631ae36984a8237dff03f5cffec27428de5305f4f2d7556c2cb8767
@ai-sdk/openai-compatible,2.0.53,False,False,,,type-surface-resolved-in-at-least-one-context,,,1,1,5,25,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+openai-compatible@2.0.53+d6123d32214422cb/node_modules/@ai-sdk/openai-compatible,2debe9c886b243bceec23dea12c3b769b688f60ef9f6023cc5bd08105dbe370b
@ai-sdk/openai-compatible,2.0.54,False,False,,,type-surface-resolved-in-at-least-one-context,,,1,1,5,25,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+openai-compatible@2.0.54+d6123d32214422cb/node_modules/@ai-sdk/openai-compatible,7d8d589151dfae310dd7c435a48bfec7175c0993a0894dc84c19f95767781787
@ai-sdk/openai-compatible,2.0.56,False,False,,,type-surface-resolved-in-at-least-one-context,,,1,1,5,25,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+openai-compatible@2.0.56+d6123d32214422cb/node_modules/@ai-sdk/openai-compatible,ac4b0ad5a29fca00ee0128ccc92d857deca4460fe917675db7f4aa72c85add03
@ai-sdk/openai-compatible,2.0.67,False,False,,,type-surface-resolved-in-at-least-one-context,,,2,2,5,25,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+openai-compatible@2.0.67+d6123d32214422cb/node_modules/@ai-sdk/openai-compatible,ed4be665a448e1e55f0d9e7543f42efe10d92c4595e03abc875d1a842a11850a
@ai-sdk/perplexity,3.0.26,False,True,redcode/lildax | redcode/redcode,@ai-sdk/perplexity,type-surface-resolved-in-at-least-one-context,own-declarations,,2,2,2,9,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+perplexity@3.0.26+d6123d32214422cb/node_modules/@ai-sdk/perplexity,7332ca608364c45b3916855951a98f64953bf4d2e8620a0c0616a3f437f63f86
@ai-sdk/perplexity,3.0.53,False,False,,,type-surface-resolved-in-at-least-one-context,,,2,2,2,11,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+perplexity@3.0.53+d6123d32214422cb/node_modules/@ai-sdk/perplexity,027c389cabb66c6935bbc131885da5342a0b222cad5bcd7b1d50e16c2808476e
@ai-sdk/provider,3.0.10,False,False,,,type-surface-resolved-in-at-least-one-context,,,3,3,2,133,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+provider@3.0.10/node_modules/@ai-sdk/provider,b68e8fcbec4e0d780607b0ad5a2baefafcaa41416ab5056b7d1b829a5e58c503
@ai-sdk/provider,3.0.12,False,False,,,type-surface-resolved-in-at-least-one-context,,,5,5,2,133,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+provider@3.0.12/node_modules/@ai-sdk/provider,6d94db3a71edca8ddd92fc8519d73275de6694fa6fc691438fca227ad89aace7
@ai-sdk/provider,3.0.13,False,False,,,type-surface-resolved-in-at-least-one-context,,,3,3,2,134,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+provider@3.0.13/node_modules/@ai-sdk/provider,25f870c04e0de16b46bb95ba4e115ac527a297c6c39fe9e5b2f94dbea048d1fe
@ai-sdk/provider,3.0.14,False,False,,,type-surface-resolved-in-at-least-one-context,,,7,7,2,134,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+provider@3.0.14/node_modules/@ai-sdk/provider,09541366eb79427de754bf8f95ed8a70cb13dfb586a776d5d894ea202a51bff0
@ai-sdk/provider,3.0.15,False,False,,,type-surface-resolved-in-at-least-one-context,,,18,18,2,134,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+provider@3.0.15/node_modules/@ai-sdk/provider,b3d74417a2f586cf3caf43c3beeff3c8c5d7b7f3b8387be8a2d4af352356b141
@ai-sdk/provider,3.0.8,False,True,redcode/lildax | redcode/redcode,@ai-sdk/provider,type-surface-resolved-in-at-least-one-context,own-declarations,,22,22,2,133,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+provider@3.0.8/node_modules/@ai-sdk/provider,dbb3c1855b5dd36804d968b962521bd424511b070ce72233dc83f46ffa30750d
@ai-sdk/provider-utils,4.0.21,False,False,,,type-surface-resolved-in-at-least-one-context,,,8,8,5,108,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+provider-utils@4.0.21+d6123d32214422cb/node_modules/@ai-sdk/provider-utils,f625e924664c0ffcec5dbf3b05a158b6bef9a5a97d2ca1350b16e60b3444b4f5
@ai-sdk/provider-utils,4.0.23,False,False,,,type-surface-resolved-in-at-least-one-context,,,1,1,5,108,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+provider-utils@4.0.23+27912429049419a2/node_modules/@ai-sdk/provider-utils,b061caf50f432fef4e0a6f21eb9c43d7fae308ac1c07ecf638af0fd13504cddb
@ai-sdk/provider-utils,4.0.23,False,True,redcode/lildax | redcode/redcode,@ai-sdk/provider-utils,type-surface-resolved-in-at-least-one-context,own-declarations,,6,6,5,108,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+provider-utils@4.0.23+d6123d32214422cb/node_modules/@ai-sdk/provider-utils,b061caf50f432fef4e0a6f21eb9c43d7fae308ac1c07ecf638af0fd13504cddb
@ai-sdk/provider-utils,4.0.27,False,False,,,type-surface-resolved-in-at-least-one-context,,,1,1,5,108,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+provider-utils@4.0.27+d6123d32214422cb/node_modules/@ai-sdk/provider-utils,7a36dab5baf983cfc9b8c73bd8f38f484c70847a3878356e06910981703d65e4
@ai-sdk/provider-utils,4.0.32,False,False,,,type-surface-resolved-in-at-least-one-context,,,2,2,5,112,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+provider-utils@4.0.32+d6123d32214422cb/node_modules/@ai-sdk/provider-utils,13c8abc51673b9fcdf4d578f27ca6c597e5628b61d382d3cc95a00746458bb13
@ai-sdk/provider-utils,4.0.33,False,False,,,type-surface-resolved-in-at-least-one-context,,,2,2,5,112,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+provider-utils@4.0.33+d6123d32214422cb/node_modules/@ai-sdk/provider-utils,cbdaf4f3bfbdb77274466c039b3a7538e2f3c43248d04247394040174d684afd
@ai-sdk/provider-utils,4.0.35,False,False,,,type-surface-resolved-in-at-least-one-context,,,2,2,5,113,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+provider-utils@4.0.35+d6123d32214422cb/node_modules/@ai-sdk/provider-utils,08c884a0e3ffe3d65e6465dfa00c62d1e835766c539762aa814e9c02c2352996
@ai-sdk/provider-utils,4.0.38,False,False,,,type-surface-resolved-in-at-least-one-context,,,1,1,5,113,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+provider-utils@4.0.38+d6123d32214422cb/node_modules/@ai-sdk/provider-utils,d7cbb54487e17853f851bf1dd00042b4d4687bc06b9422a890da92dc2641d271
@ai-sdk/provider-utils,4.0.40,False,False,,,type-surface-resolved-in-at-least-one-context,,,4,4,5,113,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+provider-utils@4.0.40+d6123d32214422cb/node_modules/@ai-sdk/provider-utils,419a6e2f50bd15243c88cfcf441abcec3449681a70d67403c1d4a50599663b66
@ai-sdk/provider-utils,4.0.45,False,False,,,type-surface-resolved-in-at-least-one-context,,,11,11,5,114,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+provider-utils@4.0.45+d6123d32214422cb/node_modules/@ai-sdk/provider-utils,ae90fb1844aee5f1a96d0d3d9fc83106166f6470a8d49a06ac052cf51f612fdc
@ai-sdk/provider-utils,4.0.46,False,False,,,type-surface-resolved-in-at-least-one-context,,,1,1,5,114,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+provider-utils@4.0.46+d6123d32214422cb/node_modules/@ai-sdk/provider-utils,0f87936e082d2793459fd6d86574c288c9a7cec3496b46cb335a35dccd7a5256
@ai-sdk/provider-utils,4.0.50,False,False,,,type-surface-resolved-in-at-least-one-context,,,1,1,5,115,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+provider-utils@4.0.50+27912429049419a2/node_modules/@ai-sdk/provider-utils,33be65996ccc95acc3accb8f5e3718f8f8a36e45ab9ccdf0798cb5d621efdee0
@ai-sdk/provider-utils,4.0.50,False,False,,,type-surface-resolved-in-at-least-one-context,,,3,3,5,115,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+provider-utils@4.0.50+d6123d32214422cb/node_modules/@ai-sdk/provider-utils,33be65996ccc95acc3accb8f5e3718f8f8a36e45ab9ccdf0798cb5d621efdee0
@ai-sdk/togetherai,2.0.41,False,True,redcode/lildax | redcode/redcode,@ai-sdk/togetherai,type-surface-resolved-in-at-least-one-context,own-declarations,,2,2,2,11,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+togetherai@2.0.41+d6123d32214422cb/node_modules/@ai-sdk/togetherai,731dea10682493fc9e4347df42a2d4960f95e089f4204520315246efa482d64a
@ai-sdk/vercel,2.0.39,False,True,redcode/lildax | redcode/redcode,@ai-sdk/vercel,type-surface-resolved-in-at-least-one-context,own-declarations,,2,2,2,4,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+vercel@2.0.39+d6123d32214422cb/node_modules/@ai-sdk/vercel,917bbf600a30b3914c42ceecec3503a7bd09504bea7c42f974638bec062ac498
@ai-sdk/xai,3.0.102,False,True,redcode/lildax | redcode/redcode,@ai-sdk/xai,type-surface-resolved-in-at-least-one-context,own-declarations,,4,4,2,34,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+xai@3.0.102+d6123d32214422cb/node_modules/@ai-sdk/xai,a1c1e48a0a756840a913ebf431c0728d6a6b6ae0f248020b2a5f20cabe291832
@ampproject/remapping,2.3.0,False,False,,,type-surface-resolved-in-at-least-one-context,,,1,1,5,0,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ampproject+remapping@2.3.0/node_modules/@ampproject/remapping,d7adce7c898a226d04cce02982864a724ba2a710efd5a0e42a3da49dcec84f5a
@anthropic-ai/sdk,0.71.2,False,False,,,type-surface-resolved-in-at-least-one-context,,,2,2,148,74,150,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@anthropic-ai+sdk@0.71.2+27912429049419a2/node_modules/@anthropic-ai/sdk,56d5f7e3e3e4aab22265da657683173fa390c7d27d007644c18e0de76f11a098
@anycable/core,0.9.2,False,False,,,type-surface-resolved-in-at-least-one-context,,,2,2,16,3,16,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@anycable+core@0.9.2/node_modules/@anycable/core,2f4e52565d752b522cb116a0422ff4396c307cfb2bb516cad551bd00b7fa3a13
@aws-crypto/crc32,5.2.0,False,False,,,type-surface-resolved-in-at-least-one-context,,,2,2,4,2,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@aws-crypto+crc32@5.2.0/node_modules/@aws-crypto/crc32,81f125b9766e49fb980098600b0c1a686d1b0a727e5da9dadb610e96906c490d
@aws-crypto/sha256-browser,5.2.0,False,False,,,type-surface-resolved-in-at-least-one-context,,,2,2,10,5,10,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@aws-crypto+sha256-browser@5.2.0/node_modules/@aws-crypto/sha256-browser,d768636e0883273cb642a6d43d56b251a612cf76259c615a6f3d273efd11d183
@aws-crypto/sha256-js,5.2.0,False,False,,,type-surface-resolved-in-at-least-one-context,,,3,3,10,5,10,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@aws-crypto+sha256-js@5.2.0/node_modules/@aws-crypto/sha256-js,8e1d54418b4d45e154048127dbbd0aa1e64381d3a925f9f4cb2313285b1a12d4
@aws-crypto/supports-web-crypto,5.2.0,False,False,,,type-surface-resolved-in-at-least-one-context,,,1,1,4,2,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@aws-crypto+supports-web-crypto@5.2.0/node_modules/@aws-crypto/supports-web-crypto,17f3f7e7d103a17d360e5eb46bb16ece4fa306872c3ac303ae29c197cdebc3e0
@aws-crypto/util,5.2.0,False,False,,,type-surface-resolved-in-at-least-one-context,,,3,3,10,5,10,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@aws-crypto+util@5.2.0/node_modules/@aws-crypto/util,24070453bb4864338a412e74822bf3bfa0af5a58608b59cef1ba42a9f49d131e
@aws-sdk/client-cognito-identity,3.1057.0,False,False,,,type-surface-resolved-in-at-least-one-context,,,1,1,92,0,57,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@aws-sdk+client-cognito-identity@3.1057.0/node_modules/@aws-sdk/client-cognito-identity,da11c05cd5e6ad7afacbe1da87314702476056e9b0166e592a0947c6f57d4d42
@aws-sdk/core,3.974.15,False,False,,,type-surface-resolved-in-at-least-one-context,,,11,11,217,0,118,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@aws-sdk+core@3.974.15/node_modules/@aws-sdk/core,638217c45ad1a82cd4ec63fadd3566d2133c4f9b6b4b579ccb9535584450315d
@aws-sdk/credential-provider-cognito-identity,3.972.38,False,False,,,type-surface-resolved-in-at-least-one-context,,,1,1,22,0,13,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@aws-sdk+credential-provider-cognito-identity@3.972.38/node_modules/@aws-sdk/credential-provider-cognito-identity,af8cb60523fdefafcecec2be2b747bc58f3725023d5e6234f11acb54c057eda7
@aws-sdk/credential-provider-env,3.972.41,False,False,,,type-surface-resolved-in-at-least-one-context,,,3,3,4,0,3,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@aws-sdk+credential-provider-env@3.972.41/node_modules/@aws-sdk/credential-provider-env,d6501eafcbbaa309a40a04ae4f6378c4a87a8dacf2e56cf15971fd734cd1b9ff
